,step,KL,W2,seed
0,0,173.48167419433594,39.31792428297653,58888319060236145
1,30,139.72128295898438,38.64438100932333,58888319060236145
2,60,126.06603240966797,38.217593758061874,58888319060236145
3,90,116.2588119506836,37.84495475735091,58888319060236145
4,120,109.63715362548828,37.542911645792074,58888319060236145
5,150,104.51498413085938,37.27566197381258,58888319060236145
6,180,100.21298217773438,37.03017865011422,58888319060236145
7,210,96.63780212402344,36.806781110852214,58888319060236145
8,240,93.55772399902344,36.599300390342165,58888319060236145
9,270,90.87220001220703,36.40713853529449,58888319060236145
10,300,88.42337036132812,36.22242856373227,58888319060236145
11,330,86.04000091552734,36.040406333334744,58888319060236145
12,360,84.02740478515625,35.8725312875543,58888319060236145
13,390,82.05413818359375,35.707624169470094,58888319060236145
14,420,80.46470642089844,35.55839099174589,58888319060236145
15,450,78.69784545898438,35.40135219599228,58888319060236145
16,480,77.19447326660156,35.256518471433935,58888319060236145
17,510,75.81431579589844,35.11975536356817,58888319060236145
18,540,74.2960433959961,34.97631383231908,58888319060236145
19,570,72.98043823242188,34.8411328893827,58888319060236145
20,600,71.73688507080078,34.7104284441065,58888319060236145
21,630,70.55386352539062,34.582089272302504,58888319060236145
22,660,69.4625244140625,34.458975906254274,58888319060236145
23,690,68.39617156982422,34.33700670263608,58888319060236145
24,720,67.41536712646484,34.22084397131922,58888319060236145
25,750,66.44245147705078,34.10332093834027,58888319060236145
26,780,65.59798431396484,33.9953017635112,58888319060236145
27,810,64.69407653808594,33.88389600094896,58888319060236145
28,840,63.86313247680664,33.77683395048668,58888319060236145
29,870,63.08833312988281,33.6740047905326,58888319060236145
30,900,62.32558822631836,33.571436993908044,58888319060236145
31,930,61.57585144042969,33.47007576447486,58888319060236145
32,960,60.78363800048828,33.364393284725146,58888319060236145
33,990,60.054054260253906,33.261109296016606,58888319060236145
34,1020,59.34719467163086,33.163312528328085,58888319060236145
35,1050,58.732940673828125,33.0701805380665,58888319060236145
36,1080,58.117332458496094,32.97870480633109,58888319060236145
37,1110,57.42711639404297,32.87942950791003,58888319060236145
38,1140,56.79158020019531,32.78666952043448,58888319060236145
39,1170,56.245643615722656,32.699145720635805,58888319060236145
40,1200,55.608787536621094,32.60363210091592,58888319060236145
41,1230,55.01781463623047,32.513680263803955,58888319060236145
42,1260,54.490699768066406,32.429765606085176,58888319060236145
43,1290,53.91619110107422,32.34143636048614,58888319060236145
44,1320,53.35432434082031,32.2516710898201,58888319060236145
45,1350,52.839195251464844,32.16749985427839,58888319060236145
46,1380,52.34477233886719,32.08490742046309,58888319060236145
47,1410,51.85789489746094,32.0011691833527,58888319060236145
48,1440,51.356597900390625,31.916650943071627,58888319060236145
49,1470,50.87580871582031,31.834835103612814,58888319060236145
50,1500,50.407073974609375,31.75251723996412,58888319060236145
51,1530,49.93842697143555,31.67220646101839,58888319060236145
52,1560,49.5136833190918,31.59450535385366,58888319060236145
53,1590,49.08329391479492,31.51842141782921,58888319060236145
54,1620,48.68950653076172,31.443819840349292,58888319060236145
55,1650,48.29113006591797,31.369892084521606,58888319060236145
56,1680,47.905025482177734,31.29696763434868,58888319060236145
57,1710,47.541412353515625,31.225937024633964,58888319060236145
58,1740,47.17805480957031,31.153572908744653,58888319060236145
59,1770,46.80165100097656,31.0806475613368,58888319060236145
60,1800,46.404579162597656,31.005618662943576,58888319060236145
61,1830,46.01505661010742,30.93212843992826,58888319060236145
62,1860,45.6383056640625,30.859212816029512,58888319060236145
63,1890,45.28801727294922,30.78919531816062,58888319060236145
64,1920,44.92749786376953,30.718849344956347,58888319060236145
65,1950,44.596656799316406,30.651709295157485,58888319060236145
66,1980,44.27992630004883,30.586697787485473,58888319060236145
67,2010,43.98912048339844,30.523618464718226,58888319060236145
