,step,KL,W2,seed
0,0,173.48167419433594,39.31792428297653,58888319060236145
1,30,165.2313995361328,39.165207163354026,58888319060236145
2,60,156.92318725585938,39.01127891792962,58888319060236145
3,90,148.6292724609375,38.861357131796105,58888319060236145
4,120,143.34896850585938,38.7441401819359,58888319060236145
5,150,139.59971618652344,38.64085877406033,58888319060236145
6,180,135.78858947753906,38.537764618070575,58888319060236145
7,210,132.4312744140625,38.44333352582896,58888319060236145
8,240,129.9217071533203,38.358604880253075,58888319060236145
9,270,127.41301727294922,38.274080961369926,58888319060236145
10,300,124.94828796386719,38.19302333214798,58888319060236145
11,330,123.06206512451172,38.11921382833892,58888319060236145
12,360,121.17823791503906,38.045516210335975,58888319060236145
13,390,119.31149291992188,37.97426818182692,58888319060236145
14,420,117.67962646484375,37.90731269120445,58888319060236145
15,450,116.17415618896484,37.841212949123836,58888319060236145
16,480,114.69122314453125,37.777085042349086,58888319060236145
17,510,113.29034423828125,37.71598607313283,58888319060236145
18,540,112.04508972167969,37.65625648340193,58888319060236145
19,570,110.80790710449219,37.597574878158696,58888319060236145
20,600,109.54646301269531,37.53842432470029,58888319060236145
21,630,108.47293090820312,37.482533367118975,58888319060236145
22,660,107.41657257080078,37.427886390865034,58888319060236145
23,690,106.35001373291016,37.37376702868019,58888319060236145
24,720,105.37242889404297,37.322270888798755,58888319060236145
25,750,104.43946838378906,37.27016154252957,58888319060236145
26,780,103.51322174072266,37.21945515180032,58888319060236145
27,810,102.60228729248047,37.16939554046783,58888319060236145
28,840,101.79698181152344,37.12212445460843,58888319060236145
29,870,100.97201538085938,37.07363739699343,58888319060236145
30,900,100.1523666381836,37.02676825463995,58888319060236145
31,930,99.42007446289062,36.981571041259016,58888319060236145
32,960,98.69171142578125,36.93649533320669,58888319060236145
33,990,97.95353698730469,36.8915564658983,58888319060236145
34,1020,97.24057006835938,36.84672678019124,58888319060236145
35,1050,96.57038116455078,36.80306144916819,58888319060236145
36,1080,95.89414978027344,36.759508628508286,58888319060236145
37,1110,95.2315673828125,36.717079416784195,58888319060236145
38,1140,94.61174011230469,36.675193581203494,58888319060236145
39,1170,93.99357604980469,36.633588076935965,58888319060236145
40,1200,93.38504028320312,36.59332301202639,58888319060236145
41,1230,92.80687713623047,36.55225884884715,58888319060236145
42,1260,92.24026489257812,36.512425646107104,58888319060236145
43,1290,91.67720031738281,36.47326684485416,58888319060236145
44,1320,91.145751953125,36.43557530026029,58888319060236145
45,1350,90.61312866210938,36.39625499869028,58888319060236145
46,1380,90.08788299560547,36.35800518476811,58888319060236145
47,1410,89.58139038085938,36.32131824672237,58888319060236145
48,1440,89.08718872070312,36.283655578088805,58888319060236145
49,1470,88.61331176757812,36.24780603543906,58888319060236145
50,1500,88.11784362792969,36.21068382462384,58888319060236145
51,1530,87.66133117675781,36.17480583428801,58888319060236145
52,1560,87.19895935058594,36.13825888006799,58888319060236145
53,1590,86.74723815917969,36.10365631100869,58888319060236145
54,1620,86.29781341552734,36.068211676692364,58888319060236145
55,1650,85.85103607177734,36.03175140587812,58888319060236145
56,1680,85.41826629638672,35.996773469233496,58888319060236145
57,1710,84.9984130859375,35.96333650074232,58888319060236145
58,1740,84.58443450927734,35.928613031607554,58888319060236145
59,1770,84.16964721679688,35.89402091302516,58888319060236145
60,1800,83.75689697265625,35.860566429009104,58888319060236145
61,1830,83.37496185302734,35.82759178353762,58888319060236145
62,1860,82.98928833007812,35.79407691759647,58888319060236145
63,1890,82.61039733886719,35.7621179063606,58888319060236145
64,1920,82.22423553466797,35.72926081134341,58888319060236145
65,1950,81.86173248291016,35.697106987340376,58888319060236145
66,1980,81.49949645996094,35.665358855135956,58888319060236145
67,2010,81.14295959472656,35.63466665725158,58888319060236145
68,2040,80.80416107177734,35.60351771430476,58888319060236145
69,2070,80.469970703125,35.573240565570316,58888319060236145
70,2100,80.11974334716797,35.542510034200596,58888319060236145
71,2130,79.80050659179688,35.51291819040555,58888319060236145
72,2160,79.47245788574219,35.48243300223101,58888319060236145
73,2190,79.14069366455078,35.4528461040154,58888319060236145
74,2220,78.81651306152344,35.423100097363196,58888319060236145
75,2250,78.50497436523438,35.393672261193984,58888319060236145
76,2280,78.18101501464844,35.36319128488777,58888319060236145
77,2310,77.87052154541016,35.334603148861035,58888319060236145
78,2340,77.55706787109375,35.30396398489658,58888319060236145
79,2370,77.26399230957031,35.27600437088928,58888319060236145
80,2400,76.97149658203125,35.24840179499721,58888319060236145
81,2430,76.67243957519531,35.21867547962391,58888319060236145
82,2460,76.38397979736328,35.18989362418207,58888319060236145
83,2490,76.10044860839844,35.16246993588743,58888319060236145
84,2520,75.81652069091797,35.13399121744052,58888319060236145
85,2550,75.54747772216797,35.10676899818876,58888319060236145
86,2580,75.28107452392578,35.08021117126167,58888319060236145
87,2610,75.01336669921875,35.05392922486098,58888319060236145
88,2640,74.75239562988281,35.02703859330942,58888319060236145
89,2670,74.4918441772461,35.00041329276074,58888319060236145
90,2700,74.22357940673828,34.97357400818867,58888319060236145
91,2730,73.97470092773438,34.947297443905626,58888319060236145
92,2760,73.7098388671875,34.91960458223557,58888319060236145
93,2790,73.45600891113281,34.893500777141504,58888319060236145
94,2820,73.214111328125,34.868590500845094,58888319060236145
95,2850,72.96844482421875,34.842331109002664,58888319060236145
96,2880,72.70849609375,34.8148054527228,58888319060236145
97,2910,72.4727783203125,34.79046163394681,58888319060236145
98,2940,72.23268127441406,34.764668175035304,58888319060236145
99,2970,71.98471069335938,34.737940170722375,58888319060236145
