,step,KL,W2,seed
0,0,173.48167419433594,39.31792428297653,58888319060236145
1,30,139.7918701171875,38.644831137330804,58888319060236145
2,60,124.97640991210938,38.194344913853904,58888319060236145
3,90,116.24311065673828,37.84492734027408,58888319060236145
4,120,109.52442932128906,37.53814303634621,58888319060236145
5,150,104.52192687988281,37.27543109974551,58888319060236145
6,180,100.20011901855469,37.03057752553962,58888319060236145
7,210,96.60140991210938,36.80492547285621,58888319060236145
8,240,93.43206024169922,36.59553962585895,58888319060236145
9,270,90.6133804321289,36.39483626072952,58888319060236145
10,300,88.09912872314453,36.207310868822645,58888319060236145
11,330,85.87625122070312,36.03147360078061,58888319060236145
12,360,83.80085754394531,35.86136466430046,58888319060236145
13,390,81.91572570800781,35.69895866007946,58888319060236145
14,420,80.14446258544922,35.542556399753906,58888319060236145
15,450,78.4942398071289,35.388846878620356,58888319060236145
16,480,76.98955535888672,35.245627707006975,58888319060236145
17,510,75.55239868164062,35.1029509170659,58888319060236145
18,540,74.17811584472656,34.96426921973792,58888319060236145
19,570,72.90233612060547,34.83049951248277,58888319060236145
20,600,71.67179870605469,34.70012439188799,58888319060236145
21,630,70.54496765136719,34.57565018821049,58888319060236145
22,660,69.43106842041016,34.450471127946855,58888319060236145
23,690,68.40937805175781,34.332756358610176,58888319060236145
24,720,67.40609741210938,34.21603513773732,58888319060236145
25,750,66.45156860351562,34.100367784054946,58888319060236145
26,780,65.53300476074219,33.988259476274486,58888319060236145
27,810,64.6561050415039,33.87821421559141,58888319060236145
28,840,63.7975959777832,33.76960151272332,58888319060236145
29,870,62.97657012939453,33.66235001591169,58888319060236145
30,900,62.174644470214844,33.556649207790215,58888319060236145
31,930,61.40221405029297,33.45195182728038,58888319060236145
32,960,60.66203689575195,33.35167870821872,58888319060236145
33,990,59.947021484375,33.251745651426894,58888319060236145
34,1020,59.26353454589844,33.155458431880035,58888319060236145
35,1050,58.607566833496094,33.060759125363596,58888319060236145
36,1080,57.97010040283203,32.96855190994992,58888319060236145
37,1110,57.33829879760742,32.87423136577683,58888319060236145
38,1140,56.74161148071289,32.78588206072852,58888319060236145
39,1170,56.13581466674805,32.69355487360525,58888319060236145
40,1200,55.556785583496094,32.605107231507844,58888319060236145
41,1230,54.99845886230469,32.51744010731491,58888319060236145
42,1260,54.44562530517578,32.43004226950009,58888319060236145
43,1290,53.91804504394531,32.3457408052774,58888319060236145
44,1320,53.39178466796875,32.26019740971934,58888319060236145
45,1350,52.88607406616211,32.17788843144078,58888319060236145
46,1380,52.394493103027344,32.09670712703154,58888319060236145
47,1410,51.889739990234375,32.01178524436352,58888319060236145
48,1440,51.40441131591797,31.93011950710929,58888319060236145
49,1470,50.92163848876953,31.846227248159337,58888319060236145
50,1500,50.45270538330078,31.76472480125113,58888319060236145
51,1530,49.999935150146484,31.685466874186282,58888319060236145
52,1560,49.56517028808594,31.60883433793668,58888319060236145
