,step,KL,W2,seed
0,0,173.48167419433594,39.31792428297653,58888319060236145
1,30,157.08837890625,39.01513065365634,58888319060236145
2,60,143.54354858398438,38.74933215150295,58888319060236145
3,90,135.92454528808594,38.54093678926019,58888319060236145
4,120,130.04592895507812,38.362160985896146,58888319060236145
5,150,124.95603942871094,38.19326464008003,58888319060236145
6,180,121.2208480834961,38.04742203148838,58888319060236145
7,210,117.68806457519531,37.90767496548769,58888319060236145
8,240,114.74694061279297,37.77982188161096,58888319060236145
9,270,112.07716369628906,37.65780274288285,58888319060236145
10,300,109.61713409423828,37.541542744546675,58888319060236145
11,330,107.48995208740234,37.43173963144029,58888319060236145
12,360,105.46316528320312,37.32688393970809,58888319060236145
13,390,103.59640502929688,37.22402027652138,58888319060236145
14,420,101.87910461425781,37.126645652183726,58888319060236145
15,450,100.23274230957031,37.03180873787341,58888319060236145
16,480,98.74539947509766,36.93962821703137,58888319060236145
17,510,97.26504516601562,36.84836663983137,58888319060236145
18,540,95.9393310546875,36.762173459426165,58888319060236145
19,570,94.65541076660156,36.67679451450706,58888319060236145
20,600,93.41529083251953,36.594056894528656,58888319060236145
21,630,92.27420043945312,36.51343028010807,58888319060236145
22,660,91.19747924804688,36.4375686775725,58888319060236145
23,690,90.14299011230469,36.36032343251621,58888319060236145
24,720,89.14192962646484,36.286372175571124,58888319060236145
25,750,88.16830444335938,36.213486796724816,58888319060236145
26,780,87.23135375976562,36.139530625453965,58888319060236145
27,810,86.33110809326172,36.06893593729149,58888319060236145
28,840,85.48545837402344,36.00018480041543,58888319060236145
29,870,84.66710662841797,35.9335171026604,58888319060236145
30,900,83.85272216796875,35.866286439073775,58888319060236145
31,930,83.06494903564453,35.7980787390364,58888319060236145
32,960,82.31263732910156,35.73440232836734,58888319060236145
33,990,81.58023071289062,35.67010747646848,58888319060236145
34,1020,80.8521728515625,35.60588679986341,58888319060236145
35,1050,80.15592193603516,35.54389925731366,58888319060236145
36,1080,79.48846435546875,35.4822627068353,58888319060236145
37,1110,78.84867095947266,35.42470765030214,58888319060236145
38,1140,78.2095947265625,35.364499531994475,58888319060236145
39,1170,77.62091064453125,35.30846734440533,58888319060236145
40,1200,77.0188217163086,35.250846690296854,58888319060236145
41,1230,76.42173767089844,35.19214660428073,58888319060236145
42,1260,75.83951568603516,35.135196821194306,58888319060236145
43,1290,75.27812957763672,35.07864872938648,58888319060236145
44,1320,74.72584533691406,35.022633237196594,58888319060236145
45,1350,74.1982650756836,34.96906417419188,58888319060236145
46,1380,73.68022918701172,34.915031837908835,58888319060236145
47,1410,73.18109130859375,34.863074447916055,58888319060236145
48,1440,72.68168640136719,34.81038726477253,58888319060236145
49,1470,72.19728088378906,34.75896881505459,58888319060236145
50,1500,71.71205139160156,34.706934308038505,58888319060236145
51,1530,71.24659729003906,34.655633588972584,58888319060236145
52,1560,70.80118560791016,34.60704175261427,58888319060236145
53,1590,70.34635162353516,34.55582411792186,58888319060236145
54,1620,69.89954376220703,34.50591017367985,58888319060236145
55,1650,69.45503234863281,34.45586900920782,58888319060236145
